Dataset,Station,Year,n_expected_days,n_observed_records,n_valid,completeness_pct,missing_days,status,N_records,N_valid,N_missing,Missing_pct,Min_valid,Max_valid,Median_valid,Mean_valid,Start_date,End_date,Missing_calendar_dates,Status
Observed,465001,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465001,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465002,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465003,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465004,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465005,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465006,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465007,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465008,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,465009,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
